ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A3538,189,3420,181.35,26,6,0.032,1692.00,2024-11-18,Desktop,Data Analytics Training
A3539,143,4701,222.43,29,4,0.028,1953.00,2024-11-07,Tablet,Data Analytics Online
A3540,185,4958,201.30,21,5,0.027,1965.00,2024-06-11,Desktop,Analytics For Data
A3541,172,5295,204.31,26,8,0.047,1218.00,2024-11-29,Tablet,Data Analytics Course
A3542,121,3577,239.27,29,3,0.025,1735.00,2024-11-26,Desktop,Data Analytics Online
A3544,137,4287,231.90,14,7,0.051,1829.00,2024-11-29,Desktop,Analytics For Data
A3545,150,5630,239.21,26,4,0.027,1302.00,2024-11-30,Tablet,Analytics For Data
A3546,93,4157,206.10,30,8,0.086,1129.00,2024-08-11,Mobile,Learn Data Analytics
A3547,101,5983,185.86,10,5,0.050,1019.00,2024-06-11,Tablet,Data Analytics Online
A3548,178,3109,180.70,25,10,0.056,1709.00,2024-12-11,Desktop,Data Analytics Course
A3549,96,3365,225.77,27,8,0.083,1884.00,2024-11-30,Tablet,Data Analytics Course
A3550,170,5380,204.62,20,4,0.024,1473.00,2024-11-15,Desktop,Data Analytics Course
A3551,176,5036,221.48,13,3,0.017,1072.00,2024-11-22,Mobile,Data Analytics Training
A3552,178,4176,198.49,30,4,0.022,1717.00,2024-12-11,Desktop,Learn Data Analytics
A3553,99,5663,187.48,22,5,0.051,1394.00,2024-11-29,Desktop,Data Analytics Online
A3555,164,4725,224.43,18,10,0.061,1140.00,2024-11-30,Mobile,Data Analytics Training
A3556,94,5762,202.12,23,5,0.053,1694.00,2024-11-23,Tablet,Data Analytics Online
A3557,82,4773,226.66,10,6,0.073,1189.00,2024-11-20,Desktop,Data Analytics Training
A3558,194,4198,217.66,16,10,0.052,1619.00,2024-11-29,Tablet,Data Analytics Online
A3559,176,5314,188.23,17,8,0.045,1725.00,2024-11-04,Mobile,Analytics For Data
A3561,144,3509,193.65,28,3,0.021,1361.00,2024-11-16,Tablet,Analytics For Data
A3562,127,4850,235.92,25,10,0.079,1057.00,2024-11-12,Desktop,Data Analytics Course
A3563,108,5245,227.35,12,5,0.046,1384.00,2024-11-27,Tablet,Data Analytics Training
A3564,96,5474,201.65,16,8,0.083,1376.00,2024-11-29,Mobile,Learn Data Analytics
A3565,103,4913,180.45,12,3,0.029,1178.00,2024-11-28,Mobile,Learn Data Analytics
A3567,141,5451,246.96,13,4,0.028,1725.00,2024-11-12,Tablet,Learn Data Analytics
A3568,121,4538,216.98,27,4,0.033,1874.00,2024-11-19,Desktop,Data Analytics Course
A3569,176,4285,245.13,28,9,0.051,1321.00,2024-11-08,Mobile,Learn Data Analytics
A3570,125,5041,228.64,21,6,0.048,1403.00,2024-11-29,Desktop,Data Analytics Online
A3573,174,4308,190.54,24,10,0.057,1948.00,2024-11-21,Tablet,Data Analytics Online
A3574,177,3884,219.75,29,5,0.028,1626.00,2024-05-11,Desktop,Analytics For Data
A3575,155,4312,231.52,30,3,0.019,1003.00,2024-11-06,Mobile,Data Analytics Course
A3576,129,3482,184.89,23,9,0.070,1667.00,2024-11-29,Mobile,Data Analytics Online
A3577,91,4893,222.30,29,10,0.110,1430.00,2024-11-21,Mobile,Learn Data Analytics
A3579,126,4558,195.36,23,3,0.024,1020.00,2024-11-26,Desktop,Data Analytics Online
A3580,87,3248,220.50,13,6,0.069,1871.00,2024-11-28,Mobile,Data Analytics Online
A3583,124,3383,224.63,21,7,0.056,1263.00,2024-11-10,Desktop,Data Analytics Online
A3584,124,5629,189.62,14,9,0.073,1626.00,2024-11-27,Desktop,Data Analytics Training
A3585,97,5914,226.47,15,7,0.072,1889.00,2024-11-08,Tablet,Data Analytics Online
A3586,186,3314,237.84,11,5,0.027,1864.00,2024-11-05,Tablet,Data Analytics Online
A3587,165,5262,211.33,24,3,0.018,1075.00,2024-11-20,Desktop,Data Analytics Online
A3588,110,3088,205.09,13,7,0.064,1061.00,2024-05-11,Tablet,Data Analytics Course
A3589,191,4753,200.39,24,9,0.047,1702.00,2024-11-05,Mobile,Analytics For Data
A3590,136,3036,201.48,20,7,0.051,1811.00,2024-11-13,Tablet,Data Analytics Training
A3591,146,5743,190.39,18,3,0.021,1108.00,2024-11-13,Mobile,Data Analytics Training
A3592,152,5061,234.42,12,5,0.033,1566.00,2024-10-11,Tablet,Data Analytics Online
A3593,189,5944,202.89,28,5,0.026,1360.00,2024-08-11,Mobile,Data Analytics Course
A3594,99,4446,233.53,11,6,0.061,1189.00,2024-11-05,Tablet,Data Analytics Training
A3595,88,5344,242.07,17,9,0.102,1418.00,2024-11-29,Mobile,Data Analytics Online
A3596,154,3211,248.28,14,6,0.039,1950.00,2024-11-28,Tablet,Data Analytics Online
A3597,113,3808,233.25,18,4,0.035,1085.00,2024-11-02,Desktop,Data Analytics Training
A3598,196,5853,220.13,16,7,0.036,1558.00,2024-11-08,Tablet,Data Analytics Training
